BSSID,		SSID,		Channel,	RadioType,	Encryption,	Location
80:c6:ab:3b:14:b8,	        ,	7,	Unknow,		YES,	5320.6406N,  00615.9564W
02:03:7e:b1:29:d2,	        ,	6,	Unknow,		YES,	5320.6406N,  00615.9564W
00:1e:e5:f5:10:e9,	        ,	1,	Unknow,		YES,	5320.6541N,  00615.9096W
00:25:68:cb:07:0f,	        ,	6,	Unknow,		YES,	5320.6525N,  00615.9376W
80:c6:ab:48:64:38,	        ,	6,	Unknow,		YES,	
02:0c:42:65:ba:1f,	        ,	10,	OFDM24,		YES,	5320.6426N,  00615.8658W
b0:b2:dc:77:30:0c,	        ,	9,	Unknow,		YES,	5320.6598N,  00615.9477W
4c:72:b9:84:71:90,	        ,	11,	Unknow,		YES,	5320.6720N,  00615.9549W
c8:6c:87:a0:c1:03,	        ,	4,	OFDM24,		YES,	5320.6598N,  00615.9019W
50:67:f0:9e:8e:c7,	        ,	4,	OFDM24,		YES,	5320.6427N,  00615.8477W
fc:f5:28:bf:97:c0,	        ,	1,	Unknow,		YES,	5320.6598N,  00615.9019W
cc:5d:4e:dc:c7:ec,	        ,	9,	Unknow,		YES,	5320.6541N,  00615.9096W
00:1d:e5:8d:04:60,	        ,	1,	OFDM24,		YES,	5320.6598N,  00615.9019W
b8:c7:5d:03:51:db,	        ,	5,	Unknow,		YES,	5320.6220N,  00615.9224W
50:67:f0:88:8e:8f,	        ,	11,	OFDM24,		YES,	5320.6388N,  00615.9150W
d4:ca:6d:11:81:9d,	        ,	1,	OFDM24,		YES,	5320.6437N,  00615.8806W
40:4a:03:cd:69:15,	        ,	9,	OFDM24,		YES,	5320.6598N,  00615.9019W
00:06:b1:2d:3a:bf,	        ,	2,	OFDM24,		YES,	5320.6424N,  00615.8745W
d4:ca:6d:11:81:78,	        ,	10,	OFDM24,		None,	5320.6480N,  00615.8517W
02:23:54:ab:a8:9b,	        ,	11,	OFDM24,		YES,	5320.6220N,  00615.9224W
22:cf:30:74:34:d3,	        ,	12,	OFDM24,		YES,	5320.6220N,  00615.9224W
20:cf:30:74:34:d0,	        ,	12,	OFDM24,		None,	5320.6220N,  00615.9224W
22:cf:30:74:34:d1,	        ,	12,	OFDM24,		YES,	5320.6220N,  00615.9224W
22:cf:30:74:34:d2,	        ,	12,	OFDM24,		YES,	5320.6220N,  00615.9224W
02:23:54:ab:a8:9a,	        ,	11,	OFDM24,		YES,	5320.6731N,  00615.9428W
c8:3a:35:1c:b0:00,	        ,	11,	OFDM24,		YES,	5320.6362N,  00615.9262W
00:0c:42:6c:37:9e,	        ,	5,	Unknow,		None,	5320.6480N,  00615.8517W
02:0c:42:6c:3a:2b,	        ,	5,	OFDM24,		YES,	5320.6480N,  00615.8517W
b0:b2:dc:77:b2:e4,	        ,	11,	Unknow,		YES,	5320.6525N,  00615.9376W
d6:ca:6d:12:37:cc,	        ,	1,	OFDM24,		None,	5320.6437N,  00615.8806W
00:0f:cc:34:ff:5c,	        ,	4,	OFDM24,		None,	5320.5394N,  00615.7412W
00:17:c5:85:a4:e7,	        ,	2,	Unknow,		YES,	5320.6437N,  00615.8806W
e2:69:95:74:49:b0,	        ,	11,	OFDM24,		None,	5320.6547N,  00615.9308W
e0:69:95:74:49:b1,	        ,	11,	OFDM24,		YES,	5320.6547N,  00615.9308W
00:24:a1:73:ea:d4,	        ,	6,	OFDM24,		YES,	5320.6547N,  00615.9308W
00:0f:cc:49:87:ec,	        ,	7,	OFDM24,		YES,	5320.6598N,  00615.9019W
c8:6c:87:f8:2b:46,	        ,	1,	OFDM24,		YES,	5320.6848N,  00615.8357W
c8:3a:35:1c:b0:01,	        ,	11,	Unknow,		YES,	5320.6362N,  00615.9262W
00:11:20:8d:d9:50,	        ,	11,	OFDM24,		YES,	5320.6362N,  00615.9262W
00:1c:df:41:25:95,	        ,	2,	OFDM24,		YES,	5320.6362N,  00615.9262W
00:25:f2:64:2f:9a,	        ,	6,	OFDM24,		YES,	5320.6362N,  00615.9262W
50:67:f0:e7:37:38,	        ,	8,	Unknow,		YES,	5320.6388N,  00615.9150W
40:4a:03:c1:c1:74,	        ,	1,	OFDM24,		YES,	5320.6480N,  00615.8517W
70:73:cb:b5:3e:2d,	        ,	11,	Unknow,		YES,	5320.6541N,  00615.9096W
1c:1d:67:b3:26:b9,	        ,	11,	OFDM24,		YES,	5320.6824N,  00615.7685W
00:24:92:16:2c:80,	        ,	1,	OFDM24,		YES,	5320.6388N,  00615.9150W
00:24:92:5d:60:80,	        ,	1,	OFDM24,		YES,	5320.6059N,  00615.7950W
c8:3a:35:55:4b:99,	        ,	1,	Unknow,		YES,	5320.6598N,  00615.9019W
50:67:f0:7f:45:42,	        ,	7,	OFDM24,		YES,	5320.6541N,  00615.9096W
80:1f:02:8d:22:ec,	        ,	6,	Unknow,		YES,	5320.6598N,  00615.9019W
40:4a:03:cd:3e:45,	        ,	7,	OFDM24,		YES,	5320.6480N,  00615.8517W
00:21:55:4f:10:d0,	        ,	11,	OFDM24,		None,	5320.6848N,  00615.8357W
c8:6c:87:96:b9:db,	        ,	11,	OFDM24,		YES,	5320.6480N,  00615.8517W
00:0f:cc:2e:52:0c,	        ,	7,	OFDM24,		YES,	5320.6598N,  00615.9019W
04:c0:6f:77:bc:17,	        ,	11,	Unknow,		YES,	5320.6427N,  00615.8477W
00:13:d4:e8:58:79,	        ,	1,	OFDM24,		YES,	5320.6294N,  00615.8167W
00:24:17:3a:66:2d,	        ,	1,	OFDM24,		YES,	5320.6426N,  00615.8658W
cc:5d:4e:dc:ae:58,	        ,	11,	Unknow,		YES,	5320.6580N,  00615.8870W
cc:5d:4e:93:07:84,	        ,	9,	Unknow,		YES,	5320.6424N,  00615.8745W
00:1d:68:69:f9:ff,	        ,	4,	OFDM24,		YES,	5320.6437N,  00615.8806W
00:23:f8:d5:52:d0,	        ,	2,	OFDM24,		YES,	5320.6617N,  00615.8584W
00:07:0e:38:b4:30,	        ,	6,	OFDM24,		YES,	5320.6525N,  00615.8427W
00:0b:0e:d9:97:c2,	        ,	11,	OFDM24,		YES,	5320.6900N,  00615.8382W
00:1f:1f:82:bc:44,	        ,	11,	Unknow,		YES,	5320.6580N,  00615.8870W
88:53:d4:62:b8:e9,	        ,	11,	Unknow,		YES,	5320.6424N,  00615.8745W
c8:6c:87:ee:9d:e8,	        ,	8,	Unknow,		YES,	5320.6294N,  00615.8167W
24:db:ac:fa:48:44,	        ,	1,	OFDM24,		YES,	5320.6480N,  00615.8517W
00:1f:1f:52:fc:c0,	        ,	11,	Unknow,		None,	5320.5966N,  00615.7347W
00:0b:0e:d9:9a:84,	        ,	10,	OFDM24,		None,	5320.6437N,  00615.8806W
00:17:c5:1d:cc:b5,	        ,	13,	OFDM24,		YES,	5320.2768N,  00615.6976W
00:0b:0e:d9:97:c4,	        ,	11,	OFDM24,		None,	5320.6900N,  00615.8382W
e0:cb:4e:5a:2d:51,	        ,	1,	OFDM24,		YES,	5320.6411N,  00615.8212W
00:72:cf:52:fb:4b,	        ,	1,	OFDM24,		None,	5320.6525N,  00615.8427W
40:4a:03:d2:51:cd,	        ,	3,	OFDM24,		YES,	5320.6900N,  00615.8382W
e8:40:f2:7e:81:7e,	        ,	6,	Unknow,		YES,	5320.6480N,  00615.8517W
64:70:02:ca:fc:a8,	        ,	1,	OFDM24,		YES,	5320.6426N,  00615.8658W
88:53:d4:21:63:ee,	        ,	11,	Unknow,		YES,	5320.6900N,  00615.8382W
ec:43:f6:54:1d:84,	        ,	3,	Unknow,		YES,	5320.6411N,  00615.8212W
4c:72:b9:3e:a6:3b,	        ,	6,	Unknow,		YES,	5320.6900N,  00615.8382W
20:e5:2a:0a:e8:e0,	        ,	11,	Unknow,		YES,	5320.5431N,  00615.7427W
06:72:cf:52:fb:4b,	        ,	1,	OFDM24,		YES,	5320.6525N,  00615.8427W
e8:40:f2:f1:1c:87,	        ,	1,	Unknow,		YES,	5320.6891N,  00615.7631W
92:e6:ba:55:e8:fd,	        ,	6,	OFDM24,		YES,	5320.6214N,  00615.8040W
00:14:d1:48:ac:ce,	        ,	13,	OFDM24,		None,	5320.6411N,  00615.8212W
cc:5d:4e:b8:5d:70,	        ,	10,	Unknow,		YES,	5320.6458N,  00615.8121W
e0:69:95:59:17:35,	        ,	1,	OFDM24,		YES,	5320.6294N,  00615.8167W
20:4e:7f:6e:26:a0,	        ,	3,	OFDM24,		YES,	5320.5394N,  00615.7412W
00:8e:f2:46:a2:40,	        ,	2,	Unknow,		YES,	5320.6059N,  00615.7950W
00:0b:0e:d9:9a:82,	        ,	10,	OFDM24,		YES,	5320.6900N,  00615.8382W
90:f6:52:65:8c:74,	        ,	3,	Unknow,		None,	5320.6458N,  00615.8121W
70:72:3c:d3:ae:80,	        ,	6,	Unknow,		YES,	5320.6848N,  00615.8357W
e0:69:95:58:c5:15,	        ,	6,	OFDM24,		YES,	5320.6411N,  00615.8212W
00:16:e3:27:9e:ed,	        ,	7,	OFDM24,		YES,	5320.6214N,  00615.8040W
ec:43:f6:54:6e:c0,	        ,	11,	Unknow,		YES,	5320.6891N,  00615.7631W
70:71:bc:25:ab:b4,	        ,	1,	OFDM24,		YES,	5320.6458N,  00615.8121W
20:c9:d0:ad:13:c6,	        ,	6,	Unknow,		YES,	5320.6411N,  00615.8212W
90:e6:ba:55:e8:fc,	        ,	6,	OFDM24,		YES,	5320.6355N,  00615.7385W
70:71:bc:00:92:01,	        ,	13,	OFDM24,		YES,	5320.6214N,  00615.8040W
00:1b:2f:05:e2:34,	        ,	11,	OFDM24,		YES,	
00:1b:2f:b1:17:91,	        ,	6,	OFDM24,		YES,	5320.6458N,  00615.8121W
58:6d:8f:62:e7:9d,	        ,	6,	OFDM24,		YES,	5320.6294N,  00615.8167W
90:f6:52:78:dd:22,	        ,	12,	Unknow,		None,	5320.6749N,  00615.7796W
00:0b:0e:d9:3c:c2,	        ,	11,	OFDM24,		YES,	5320.6294N,  00615.8167W
00:8e:f2:fc:72:e0,	        ,	11,	Unknow,		YES,	5320.6891N,  00615.7631W
84:1b:5e:73:d0:60,	        ,	11,	Unknow,		None,	5320.6749N,  00615.7796W
72:71:bc:00:92:02,	        ,	13,	OFDM24,		YES,	5320.6294N,  00615.8167W
fc:f5:28:98:41:cc,	        ,	9,	Unknow,		YES,	5320.5224N,  00615.7437W
e2:69:95:58:c5:16,	        ,	6,	OFDM24,		YES,	5320.6411N,  00615.8212W
98:fc:11:e0:e8:ba,	        ,	1,	Unknow,		YES,	5320.5572N,  00615.7389W
84:1b:5e:73:c9:20,	        ,	1,	Unknow,		YES,	5320.6411N,  00615.8212W
00:8e:f2:46:9b:20,	        ,	4,	Unknow,		YES,	5320.6458N,  00615.8121W
84:1b:5e:73:cc:00,	        ,	8,	Unknow,		YES,	5320.6749N,  00615.7796W
90:f6:52:65:88:73,	        ,	6,	Unknow,		None,	5320.6411N,  00615.8212W
00:26:f2:f8:54:c0,	        ,	11,	Unknow,		YES,	5320.6458N,  00615.8121W
84:1b:5e:73:cb:e0,	        ,	12,	Unknow,		YES,	5320.6411N,  00615.8212W
00:02:cf:cd:4b:4a,	        ,	6,	OFDM24,		YES,	5320.6355N,  00615.7385W
08:3e:8e:92:82:2a,	        ,	6,	OFDM24,		None,	5320.6294N,  00615.8167W
00:1f:33:7b:bc:31,	        ,	5,	OFDM24,		YES,	5320.6294N,  00615.8167W
40:4a:03:ab:92:cc,	        ,	5,	OFDM24,		YES,	5320.3908N,  00615.7056W
5a:fc:11:e0:e8:bb,	        ,	1,	Unknow,		None,	5320.5572N,  00615.7389W
10:c6:1f:72:c6:63,	        ,	11,	Unknow,		YES,	5320.6294N,  00615.8167W
f8:d1:11:71:eb:0a,	        ,	1,	OFDM24,		YES,	5320.6294N,  00615.8167W
20:4e:7f:6e:26:90,	        ,	2,	OFDM24,		YES,	5320.6891N,  00615.7631W
40:4a:03:b9:e5:a7,	        ,	11,	OFDM24,		YES,	5320.6799N,  00615.7491W
a4:93:4c:b2:00:60,	        ,	11,	Unknow,		YES,	5320.6606N,  00615.7438W
00:1f:c6:fa:f9:fd,	        ,	11,	OFDM24,		YES,	5320.6891N,  00615.7631W
02:1f:c6:fc:72:9d,	        ,	6,	OFDM24,		None,	5320.6799N,  00615.7491W
44:2b:03:8c:1a:91,	        ,	6,	Unknow,		YES,	5320.5224N,  00615.7437W
fc:f5:28:98:06:d8,	        ,	8,	OFDM24,		None,	5320.6799N,  00615.7491W
e8:40:f2:f4:ef:a9,	        ,	1,	Unknow,		YES,	5320.6824N,  00615.7685W
f4:c7:14:8a:27:d8,	        ,	6,	OFDM24,		YES,	5320.5713N,  00615.7378W
00:25:9c:2c:33:bc,	        ,	6,	OFDM24,		None,	5320.6059N,  00615.7950W
00:0f:cc:87:05:cc,	        ,	7,	OFDM24,		YES,	5320.6059N,  00615.7950W
90:f6:52:d4:79:00,	        ,	7,	Unknow,		YES,	5320.6749N,  00615.7796W
4c:72:b9:83:f1:a8,	        ,	1,	Unknow,		YES,	5320.6824N,  00615.7685W
00:c0:49:5b:3c:ae,	        ,	11,	OFDM24,		YES,	5320.6355N,  00615.7385W
50:67:f0:9f:aa:95,	        ,	9,	OFDM24,		YES,	5320.5779N,  00615.7351W
00:0c:c3:54:03:a8,	        ,	11,	OFDM24,		YES,	5320.6120N,  00615.7878W
06:0c:c3:54:03:a8,	        ,	11,	OFDM24,		YES,	5320.6120N,  00615.7878W
00:1f:c6:fc:72:9f,	        ,	6,	OFDM24,		YES,	5320.6799N,  00615.7491W
84:a8:e4:4c:72:fe,	        ,	6,	Unknow,		YES,	5320.6120N,  00615.7878W
02:1f:c6:fc:72:9e,	        ,	6,	Unknow,		YES,	5320.6799N,  00615.7491W
02:1f:c6:fc:72:9c,	        ,	6,	OFDM24,		YES,	5320.6799N,  00615.7491W
40:4a:03:d2:19:83,	        ,	3,	OFDM24,		YES,	5320.5572N,  00615.7389W
c8:6c:87:ee:0f:0c,	        ,	10,	Unknow,		YES,	5320.6120N,  00615.7878W
02:1f:c6:fa:f9:fe,	        ,	11,	OFDM24,		YES,	5320.6734N,  00615.7743W
4c:60:de:d1:38:5c,	        ,	1,	Unknow,		YES,	5320.5767N,  00615.7350W
00:1f:33:7b:bc:2b,	        ,	11,	OFDM24,		YES,	5320.6749N,  00615.7796W
fc:f5:28:25:aa:5c,	        ,	11,	Unknow,		YES,	5320.6734N,  00615.7743W
4e:60:de:d1:38:5c,	        ,	1,	Unknow,		YES,	5320.5394N,  00615.7412W
40:4a:03:9c:b7:b0,	        ,	3,	OFDM24,		YES,	5320.6824N,  00615.7685W
00:23:f8:cc:39:5f,	        ,	11,	OFDM24,		YES,	5320.6606N,  00615.7438W
0c:37:dc:2a:e3:a1,	        ,	6,	Unknow,		YES,	5320.5394N,  00615.7412W
60:33:4b:e1:1e:cd,	        ,	11,	Unknow,		YES,	5320.5713N,  00615.7378W
80:1f:02:64:36:32,	        ,	1,	Unknow,		YES,	5320.5394N,  00615.7412W
50:67:f0:7e:24:e4,	        ,	8,	OFDM24,		YES,	5320.6606N,  00615.7438W
00:21:29:6f:d5:0a,	        ,	6,	OFDM24,		YES,	5320.5572N,  00615.7389W
00:02:cf:cd:65:4e,	        ,	6,	OFDM24,		YES,	5320.5431N,  00615.7427W
00:13:f7:61:29:22,	        ,	11,	OFDM24,		YES,	5320.5767N,  00615.7350W
5c:4c:a9:77:d1:2d,	        ,	11,	Unknow,		YES,	5320.4064N,  00615.7006W
0c:37:dc:98:53:30,	        ,	1,	OFDM24,		YES,	5320.5224N,  00615.7437W
4c:72:b9:45:bb:e4,	        ,	3,	Unknow,		YES,	5320.5394N,  00615.7412W
40:4a:03:3e:42:5a,	        ,	6,	Unknow,		YES,	5320.5694N,  00615.7346W
c8:3a:35:1c:c1:e8,	        ,	6,	Unknow,		YES,	5320.5779N,  00615.7351W
40:4a:03:cf:3f:cb,	        ,	7,	OFDM24,		YES,	5320.2768N,  00615.6976W
00:50:7f:ab:cc:b0,	        ,	4,	Unknow,		YES,	5320.5572N,  00615.7389W
00:1b:2f:69:34:56,	        ,	8,	OFDM24,		YES,	5320.5779N,  00615.7351W
00:24:8c:aa:e2:36,	        ,	11,	OFDM24,		YES,	5320.5694N,  00615.7346W
c8:3a:35:1c:c1:d8,	        ,	6,	Unknow,		YES,	5320.5572N,  00615.7389W
fc:f5:28:98:44:98,	        ,	11,	Unknow,		YES,	5320.5572N,  00615.7389W
00:3a:99:1b:4a:f6,	        ,	11,	OFDM24,		YES,	5320.5713N,  00615.7378W
00:3a:99:1b:5a:a0,	        ,	1,	OFDM24,		None,	5320.5713N,  00615.7378W
00:3a:99:1b:5a:a6,	        ,	1,	OFDM24,		YES,	5320.5713N,  00615.7378W
00:1c:f0:54:78:15,	        ,	5,	Unknow,		YES,	5320.5713N,  00615.7378W
84:78:ac:b9:67:70,	        ,	13,	Unknow,		YES,	5320.5779N,  00615.7351W
84:78:ac:b9:67:71,	        ,	13,	Unknow,		YES,	5320.5779N,  00615.7351W
00:1d:a2:85:45:27,	        ,	11,	OFDM24,		YES,	5320.5713N,  00615.7378W
00:02:6f:81:6d:ab,	        ,	11,	OFDM24,		None,	5320.5713N,  00615.7378W
00:3a:99:1b:5a:a1,	        ,	1,	OFDM24,		YES,	5320.5713N,  00615.7378W
c8:6c:87:ea:a8:fa,	        ,	2,	OFDM24,		YES,	5320.5572N,  00615.7389W
50:67:f0:94:0d:2b,	        ,	8,	OFDM24,		YES,	5320.5694N,  00615.7346W
9c:2a:70:45:54:01,	        ,	6,	OFDM24,		None,	5320.5713N,  00615.7378W
50:67:f0:93:c9:99,	        ,	11,	OFDM24,		YES,	5320.6086N,  00615.7267W
00:3a:99:1b:5a:a2,	        ,	1,	OFDM24,		None,	5320.5713N,  00615.7378W
00:22:10:8a:75:00,	        ,	1,	OFDM24,		YES,	5320.5596N,  00615.7190W
00:1f:33:00:90:d8,	        ,	11,	OFDM24,		YES,	5320.5224N,  00615.7437W
00:72:cf:4f:75:c1,	        ,	1,	OFDM24,		None,	5320.3908N,  00615.7056W
06:72:cf:4f:75:c1,	        ,	1,	OFDM24,		YES,	5320.3908N,  00615.7056W
c8:3a:35:1c:c1:80,	        ,	6,	OFDM24,		YES,	5320.5431N,  00615.7427W
50:67:f0:38:90:d4,	        ,	1,	Unknow,		YES,	5320.5177N,  00615.7126W
10:c6:1f:72:66:27,	        ,	11,	Unknow,		YES,	5320.5767N,  00615.7350W
b0:b2:dc:43:60:1c,	        ,	4,	Unknow,		YES,	5320.6919N,  00615.7169W
10:c6:1f:72:50:df,	        ,	1,	Unknow,		YES,	5320.4064N,  00615.7006W
00:1c:df:ed:77:27,	        ,	6,	Unknow,		YES,	5320.5177N,  00615.7126W
e0:46:9a:bb:d3:c4,	        ,	11,	Unknow,		YES,	5320.2768N,  00615.6976W
06:27:22:1f:87:54,	        ,	1,	Unknow,		YES,	5320.6919N,  00615.7169W
00:1f:1f:c1:7b:c8,	        ,	11,	Unknow,		YES,	5320.5224N,  00615.7437W
e0:06:e6:07:f1:19,	        ,	6,	OFDM24,		None,	5320.4064N,  00615.7006W
98:fc:11:e8:a9:59,	        ,	6,	Unknow,		YES,	5320.4064N,  00615.7006W
40:4a:03:a5:cf:c2,	        ,	6,	OFDM24,		YES,	5320.5394N,  00615.7412W
10:9a:dd:8a:06:11,	        ,	4,	Unknow,		YES,	5320.2768N,  00615.6976W
84:a8:e4:4c:60:3e,	        ,	6,	Unknow,		YES,	
00:14:6c:e0:f1:85,	        ,	11,	OFDM24,		YES,	5320.5767N,  00615.7350W
00:25:9c:af:d4:25,	        ,	6,	Unknow,		YES,	5320.3908N,  00615.7056W
cc:5d:4e:dc:b7:50,	        ,	9,	Unknow,		YES,	5320.6919N,  00615.7169W
90:f6:52:97:7a:2a,	        ,	4,	Unknow,		YES,	5320.4064N,  00615.7006W
98:fc:11:e8:ea:51,	        ,	1,	Unknow,		YES,	5320.5177N,  00615.7126W
00:1c:df:02:f9:b2,	        ,	1,	OFDM24,		YES,	5320.6919N,  00615.7169W
64:70:02:72:a4:65,	        ,	6,	Unknow,		YES,	5320.6303N,  00615.7122W
fc:f5:28:25:c0:b0,	        ,	11,	Unknow,		YES,	5320.2768N,  00615.6976W
50:67:f0:93:cf:ef,	        ,	11,	OFDM24,		YES,	5320.7232N,  00615.7256W
f4:c7:14:8b:ac:a9,	        ,	6,	OFDM24,		YES,	5320.5596N,  00615.7190W
40:4a:03:b6:5e:33,	        ,	3,	OFDM24,		YES,	5320.7232N,  00615.7256W
00:24:a5:d8:0e:91,	        ,	6,	OFDM24,		YES,	5320.7232N,  00615.7256W
cc:5d:4e:93:66:14,	        ,	9,	Unknow,		YES,	5320.6919N,  00615.7169W
00:1b:2f:0a:2b:c6,	        ,	11,	OFDM24,		YES,	5320.7492N,  00615.7301W
00:80:48:70:05:5d,	        ,	11,	OFDM24,		None,	5320.4064N,  00615.7006W
00:24:37:34:66:10,	        ,	1,	OFDM24,		YES,	5320.4064N,  00615.7006W
58:6d:8f:74:cc:f2,	        ,	6,	OFDM24,		YES,	5320.4064N,  00615.7006W
08:86:3b:9a:eb:f2,	        ,	6,	Unknow,		YES,	
0a:86:3b:9a:eb:f3,	        ,	6,	Unknow,		None,	
4c:54:99:13:37:9b,	        ,	11,	Unknow,		YES,	
00:24:92:bd:11:80,	        ,	1,	OFDM24,		YES,	5320.7492N,  00615.7301W
00:1f:d4:00:a2:25,	        ,	1,	Unknow,		YES,	5320.7232N,  00615.7256W
00:1f:33:44:bd:96,	        ,	1,	OFDM24,		YES,	5320.7644N,  00615.6933W
98:0c:82:b4:e9:d3,	        ,	1,	Unknow,		YES,	5320.7181N,  00615.7103W
04:c0:6f:77:d9:f3,	        ,	9,	Unknow,		YES,	5320.5476N,  00615.7762W
ce:5d:4e:ea:84:34,	        ,	10,	Unknow,		None,	5320.7432N,  00615.7220W
00:1f:d4:00:a0:ed,	        ,	11,	Unknow,		YES,	5320.7492N,  00615.7301W
cc:5d:4e:d7:7a:d0,	        ,	12,	Unknow,		YES,	5320.7169N,  00615.7324W
00:1f:d4:00:a1:08,	        ,	11,	Unknow,		YES,	5320.7232N,  00615.7256W
00:17:cb:8f:07:20,	        ,	1,	OFDM24,		YES,	5320.7169N,  00615.7324W
00:17:cb:8f:07:21,	        ,	1,	OFDM24,		YES,	5320.6919N,  00615.7169W
cc:5d:4e:df:7d:40,	        ,	11,	Unknow,		YES,	5320.6443N,  00615.6685W
64:70:02:cb:ff:a9,	        ,	1,	Unknow,		YES,	5320.7178N,  00615.7221W
e0:cb:4e:86:00:f1,	        ,	11,	OFDM24,		YES,	5320.6443N,  00615.6685W
50:67:f0:a5:1c:4e,	        ,	2,	OFDM24,		YES,	5320.7178N,  00615.7221W
70:54:d2:92:1d:49,	        ,	11,	Unknow,		YES,	5320.7644N,  00615.6933W
00:24:14:12:47:30,	        ,	1,	OFDM24,		None,	5320.7181N,  00615.7103W
bc:76:70:17:bf:20,	        ,	6,	Unknow,		YES,	5320.7644N,  00615.6933W
74:44:01:9e:65:15,	        ,	1,	Unknow,		YES,	5320.6647N,  00615.6287W
c8:6c:87:9c:08:d6,	        ,	1,	OFDM24,		YES,	5320.7232N,  00615.7256W
e0:69:95:74:72:b1,	        ,	6,	OFDM24,		YES,	5320.7232N,  00615.7256W
00:24:a5:b4:29:b2,	        ,	11,	Unknow,		YES,	5320.6443N,  00615.6685W
00:0b:0e:d9:3b:42,	        ,	11,	OFDM24,		YES,	5320.6443N,  00615.6685W
00:0b:0e:d9:3b:44,	        ,	11,	OFDM24,		YES,	5320.6443N,  00615.6685W
e2:69:95:74:72:b2,	        ,	6,	OFDM24,		YES,	5320.7607N,  00615.7170W
4c:72:b9:96:fb:11,	        ,	13,	Unknow,		YES,	5320.5089N,  00615.5801W
64:d9:89:b7:df:28,	        ,	3,	OFDM24,		YES,	5320.6121N,  00615.6629W
50:67:f0:93:b0:31,	        ,	8,	OFDM24,		YES,	5320.6443N,  00615.6685W
00:12:a9:c1:40:9b,	        ,	11,	OFDM24,		YES,	5320.5089N,  00615.5801W
4c:72:b9:5b:46:bd,	        ,	11,	Unknow,		YES,	5320.6121N,  00615.6629W
98:fc:11:7a:93:b3,	        ,	1,	Unknow,		YES,	5320.6449N,  00615.6065W
40:4a:03:ab:76:96,	        ,	1,	OFDM24,		YES,	5320.7432N,  00615.7220W
00:0b:0e:fe:5d:42,	        ,	6,	Unknow,		YES,	5320.7540N,  00615.6881W
00:0b:0e:fe:5d:44,	        ,	6,	Unknow,		YES,	5320.7540N,  00615.6881W
54:a5:1b:d8:a7:c7,	        ,	6,	OFDM24,		YES,	5320.6247N,  00615.6632W
02:0c:42:65:7e:b7,	        ,	11,	Unknow,		YES,	5320.5089N,  00615.5801W
00:0c:42:65:7e:b7,	        ,	11,	Unknow,		None,	5320.5173N,  00615.5702W
fc:f5:28:25:99:08,	        ,	11,	Unknow,		YES,	5320.7607N,  00615.7170W
50:67:f0:7f:29:6e,	        ,	11,	OFDM24,		YES,	5320.7181N,  00615.7103W
00:80:48:6b:25:1d,	        ,	11,	OFDM24,		None,	5320.7181N,  00615.7103W
00:e0:4c:a5:59:fa,	        ,	11,	OFDM24,		YES,	5320.3869N,  00615.5882W
00:0f:cc:59:d4:f8,	        ,	7,	OFDM24,		YES,	5320.7181N,  00615.7103W
94:44:52:0d:0f:df,	        ,	6,	OFDM24,		YES,	5320.6443N,  00615.6599W
00:0f:cc:0e:06:84,	        ,	7,	OFDM24,		YES,	5320.6745N,  00615.6158W
00:50:7f:71:e6:e8,	        ,	6,	Unknow,		None,	5320.6947N,  00615.6734W
00:e0:4c:a5:b5:26,	        ,	6,	OFDM24,		YES,	5320.4340N,  00615.6275W
00:26:3e:3f:d7:c2,	        ,	1,	OFDM24,		YES,	5320.6239N,  00615.6658W
00:27:22:c4:5d:61,	        ,	11,	Unknow,		None,	5320.4281N,  00615.5963W
00:26:3e:3f:d7:c4,	        ,	1,	OFDM24,		YES,	5320.6239N,  00615.6658W
00:1d:73:9e:f1:8c,	        ,	6,	Unknow,		YES,	5320.7561N,  00615.6843W
4c:72:b9:84:21:ec,	        ,	1,	Unknow,		YES,	5320.6729N,  00615.6413W
90:e6:ba:55:f1:03,	        ,	6,	OFDM24,		YES,	5320.6247N,  00615.6632W
dc:9f:db:00:3d:05,	        ,	7,	Unknow,		None,	5320.3833N,  00615.6330W
00:0b:0e:fd:0c:84,	        ,	6,	Unknow,		YES,	5320.7540N,  00615.6881W
92:e6:ba:55:f1:00,	        ,	6,	OFDM24,		YES,	5320.6247N,  00615.6632W
e0:cb:4e:85:f8:89,	        ,	1,	OFDM24,		YES,	5320.6443N,  00615.6599W
d8:67:d9:c2:a4:e8,	        ,	11,	Unknow,		YES,	5320.5089N,  00615.5801W
40:4a:03:cf:52:c3,	        ,	11,	OFDM24,		YES,	5320.6745N,  00615.6158W
70:71:bc:f3:06:66,	        ,	1,	OFDM24,		YES,	5320.6247N,  00615.6632W
00:22:3f:33:0e:08,	        ,	11,	OFDM24,		YES,	5320.6121N,  00615.6629W
00:1b:9e:14:dc:78,	        ,	11,	OFDM24,		YES,	5320.6239N,  00615.6658W
00:0f:cc:d0:e6:78,	        ,	4,	OFDM24,		YES,	5320.6443N,  00615.6685W
72:71:bc:f3:06:67,	        ,	1,	OFDM24,		YES,	5320.7250N,  00615.6782W
00:0f:cc:0e:00:18,	        ,	7,	OFDM24,		YES,	5320.7250N,  00615.6782W
e2:cb:4e:85:f8:8a,	        ,	1,	OFDM24,		YES,	5320.6443N,  00615.6599W
00:0b:0e:d9:3b:40,	        ,	11,	OFDM24,		YES,	5320.6947N,  00615.6734W
